Job Title,Company Name,Company Location,Job Type,Posted date,Experience,Requirements
Backend Developer,ICT Misr,"New Cairo, Cairo, Egypt",Full Time,2024-08-18,Experienced,IT/Software Development · Developer · Software Development · Software Engineering Computer Science · Backend Developer · ASP.Net · Linq · SQL · JavaScript
Quality Assurance Specialist,El Mohandess Print House,"10th of Ramadan City, Sharqia, Egypt",Full Time,2024-09-14,Entry Level,Quality · TQM · Quality Control · Quality Assurance Data · English · ISO · Manufacturing · MS · MS Office
Full Stack Developer,Confidential,"New Cairo, Cairo, Egypt",Full Time,2024-08-22,Experienced,IT/Software Development · Engineering - Telecom/Technology Computer Science · Full Stack Developer · Mobile Application Development · Mobile Development · Mobile App Development · React Native · Node.js · Software Engineering
Software Engineer,LemonTree Labs,"Downtown, Cairo, Egypt",Freelance / Project,2024-08-17,Entry Level,IT/Software Development · Engineering - Telecom/Technology · REST · Database · Web Development · React.js · Python · Cloud Services · RESTful API · Node.js
Developer Analyst,Diamond Medical Services,"Heliopolis, Cairo, Egypt",Full Time,2024-08-19,Experienced,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology Computer Science · Information Technology (IT) · Mobile Development
Quality Assurance,Paymob Solutions,"Maadi, Cairo, Egypt",Full Time,2024-08-21,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology Computer Science · Engineering · Quality Assurance · Testing · Automation Testing · Manual Testing
Remote Data Entry Position (Immediate Need),Peknit Legal Management,"Riyadh, Saudi Arabia",Full Time,2024-09-05,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Part Time/Full Time Remote Data Entry Clerk,Elitetownhires,"Riyadh, Saudi Arabia",Full Time,2024-09-05,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical computer science · information technology (it) · computer engineering · python data entry · microsoft office · communication skills
Remote Data Entry Role (Part Time),Elitetownhires,"Dubai, United Arab Emirates",Full Time,2024-09-05,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · computer engineering · customer service · microsoft office data entry · software
Data Entry-Full Time-Remote Work,Elitetownhires,"Riyadh, Saudi Arabia",Full Time,2024-09-05,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · software development · computer engineering · microsoft office data entry · software
Mechanical Engineer,Al-Tawhid for Trading & Import,"Downtown, Cairo, Egypt",Full Time,2024-08-21,Experienced,Engineering - Mechanical/Electrical · Mechanical Engineering · Maintenance · 3D · AutoCAD · Design · Electrical Engineering · Engineering · Management · Manufacturing
Part-Time Remote Data Entry Position,BrightSpark Business Solutions,"Dubai, United Arab Emirates",Full Time,2024-09-04,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) computer science · customer service · computer engineering · microsoft office data entry · software
Data Entry Roles Remote Work (Part-Time/Full-Time),hiretowncity,"Riyadh, Saudi Arabia",Full Time,2024-09-04,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · microsoft office · engineering data entry · management · communication skills
Virtual Data Quality Controller,StriveNest,"Kuwait City, Kuwait",Full Time,2024-09-04,Experienced,IT/Software Development · Quality · Engineering - Telecom/Technology · information technology (it) computer science · quality control · engineering · quality · microsoft office · software
Data Entry Assistant-Full Time-Remote,hirenationalcity,"Riyadh, Saudi Arabia",Full Time,2024-09-04,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · microsoft office · accounting data entry · communication skills · software
Jr. Data Scientist,DXC Technology,"Dubai, United Arab Emirates",Full Time,2024-09-01,Entry Level,IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python Computer Science · Information Technology (IT) · SQL Data Science · Machine Learning Data Scientist
Work From Home Data Entry Assistant (Entry Level),BrightSpark Business Solutions,"Dubai, United Arab Emirates",Full Time,2024-09-04,Not specified,Administration · IT/Software Development · Engineering - Telecom/Technology · microsoft office · administration · information technology (it) computer science data entry · communication skills · management
Part-Time Remote Data Entry Clerk,BrightSpark Business Solutions,"Dubai, United Arab Emirates",Full Time,2024-09-04,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical computer science · information technology (it) · customer service · computer engineering · microsoft office data entry · communication skills
Remote Data Entry Position (Immediate Need),Agence LPC,"Dubai, United Arab Emirates",Full Time,2024-09-04,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Web Development & Programming Teacher (Various Locations inside Egypt),Confidential,"Cairo, Egypt",Full Time,2024-08-22,Entry Level,Education/Teaching Computer Science · Information Technology (IT) · Programming · Web Development · Education · PHP Web Development
Business Process Engineer,Kandil Glass,"10th of Ramadan City, Cairo, Egypt",Full Time,2024-08-22,Experienced,Business Development · Engineering - Telecom/Technology · Analysis · business Computer Science · ERP · Engineering · Project Management · Information Technology (IT) · Business Administration
Production Internship - Alexandria,Prometeon Tyres Group – Egypt (Ex-Pirelli Tyres Egypt),"Ameria, Alexandria, Egypt",Internship,2024-08-20,Entry Level,Manufacturing/Production Science · Production
Remote Data Entry Position (Immediate Need),The Fascinator Boutique,"Riyadh, Saudi Arabia",Full Time,2024-09-04,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Data Entry Role – Fully Remote,hiretowncity,"Dubai, United Arab Emirates",Full Time,2024-09-03,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · computer engineering · customer service · microsoft office · software · management
Data Entry Assistant-Full Time-Remote,hiretowncity,"Riyadh, Saudi Arabia",Full Time,2024-09-03,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · information technology (it) computer science · microsoft office · accounting data entry · communication skills · software
Research And Development (Food & Beverage ),ICONIC FMCG,"New Cairo, Cairo, Egypt",Full Time,2024-08-29,Experienced,R&D/Science · Business Development · Analyst/Research · Business Development · Analysis · Chemistry Data Analysis · Market Research · Communication · Management
Cyber Security Specialist,Encryptcore,"Cairo, Egypt",Full Time,2024-08-19,Experienced,IT/Software Development · Engineering - Telecom/Technology · Cyber Security · Information Technology (IT) Computer Science · Security · Computer Engineering · Network
Remote Data Entry Position (Immediate Need),21-4,"Dubai, United Arab Emirates",Full Time,2024-09-03,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Remote Data Entry Position (Immediate Need),GreenTec Invest,"Dubai, United Arab Emirates",Full Time,2024-09-03,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Android Developer,Paymob Solutions,"Maadi, Cairo, Egypt",Full Time,2024-09-14,Experienced,IT/Software Development · Android SDK · Android · APIs Computer Science · Engineering · Information Technology (IT) · Java · kotlin · Software Development
[Remote] Frontend intern,Freightdog,"Amsterdam, Netherlands",Internship,2024-08-21,Entry Level,IT/Software Development · Engineering - Telecom/Technology · Internship · JavaScript · React · Frontend · Software Development · Startup Computer Science · Github
Fully Remote Data Entry Role – Part Time,hirenationalcity,"Riyadh, Saudi Arabia",Full Time,2024-09-02,Not specified,IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical computer science · information technology (it) · computer engineering · project management · software · microsoft office · management
Remote Data Entry Position (Immediate Need),Garellence,"Riyadh, Saudi Arabia",Full Time,2024-09-02,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Data Entry Assistant – Fully Remote Role,hirenationalcity,"Riyadh, Saudi Arabia",Full Time,2024-09-02,Not specified,Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office · software · management
Remote Data Entry Position (Immediate Need),FOAM Music,"Riyadh, Saudi Arabia",Full Time,2024-09-02,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
Sales Representative - Chemical's Industry,Confidential,"6th of October, Giza, Egypt",Full Time,2024-08-19,Experienced,Customer Service/Support · Sales/Retail · Chemicals · CRM · Customer Service · Management · Sales Target Science · Sales
IT Engineer,Outservingplus,"Mohandessin, Giza, Egypt",Full Time,2024-08-19,Experienced,IT/Software Development · Cisco · CCNA · computer Computer Science · Engineering · Information Technology (IT) · IT · Networking Science
Remote Data Entry Position (Immediate Need),ABCmuziek,"Dubai, United Arab Emirates",Full Time,2024-09-02,Not specified,Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology computer science · information technology (it) · customer service · engineering · microsoft office data entry · management
